MAAMOV,DISH CALL,SLING CALL,MULTICAST,PORT,SSM1,SSM2,BUNDLE,BUNDLE NAME,In Use,Sentry Number,Audio_1,Audio_2,Primary Port,Backup Port,EVERTZ - Template,EVERTZ - DMG1,EVERTZ - DMG2,EVERTZ - Encoder,EVERTZ - IRD1,EVERTZ - IRD2,EVERTZ - Launch Status,EVERTZ  Note-1,EVERTZ  Note-2,EVERTZ - Source Description,Daily Summery Include,Sling Call DUPLICATE,Multicast DUPLICATE
SHUBH,NA,SHUBH,232.70.5.73,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 132,Port 1132,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SIKHC,SIKHC,SIKHC,232.70.5.10,1234,172.31.27.23,172.31.28.23,BUNDLE,NOBUNDLE,Yes,Sentry 4,,,Port 133,Port 1133,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SKYLINK,SKLNK,SKYLINK,232.20.97.201,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 134,Port 1134,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SKYLNK2,SLNK2,SKYLNK2,232.20.97.200,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 135,Port 1135,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SKYNA,NA,SKYNA,232.23.13.31,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 136,Port 1136,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SNEHATV,NA,SNEHATV,232.23.13.17,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 137,Port 1137,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SNSKR,SNSKR,SNSKR,232.20.214.17,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 4,,,Port 138,Port 1138,Encoder,DMG1,DMG2,ENCODER,,,Customer,Sanskar,,Cheyenne Service,YES,ok,ok
SOHAM,NA,SOHAM,232.70.5.46,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 139,Port 1139,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SONYM,SONYM,SONYM,232.20.96.76,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 140,Port 1140,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SPIKETV,SPIKETV,SPIKETV,232.168.50.99,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 141,Port 1141,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  593,Gilbert IRD,YES,ok,ok
OLD_SPLUS,OLD_STAR+,OLD_SPLUS,232.20.6.216,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,No,Sentry 4,,,Port 142,Port 1142,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
OLD_SPMNHD,OLD_SPMAN,OLD_SPMNHD,232.23.36.81,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,No,Sentry 4,,,Port 143,Port 1143,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,SKIP,ok,ok
SPORTP,SPRT+,SPORTP,232.20.97.140,3101,172.31.1.24,172.31.2.24,BUNDLE,MX1,Yes,Sentry 4,,,Port 144,Port 1144,Encoder,DMG1,DMG2,ENCODER,,,Customer,SPORT PLUS,,Cheyenne Service,YES,ok,ok
SPTMANHD,NA,SPTMANHD,232.168.50.127,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 145,Port 1145,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  577,Gilbert IRD,YES,ok,ok
SRPPLTV,SIRIP,SRPPLTV,232.20.96.67,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 146,Port 1146,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SSRASH,SAMAY,SSRASH,232.20.214.40,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 4,,,Port 147,Port 1147,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
STARZ,STARZ,STARZ,232.168.50.135,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 148,Port 1148,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,STARZ,GIL IRD -  576,Gilbert IRD,YES,ok,ok
STARZP,NA,STARZP,232.168.50.140,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 149,Port 1149,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,STARZ WEST,GIL IRD -  576,Gilbert IRD,YES,ok,ok
STO38,STO38,STO38,232.23.34.38,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 4,,,Port 150,Port 1150,Encoder,DMG1,DMG2,ENCODER,,,Customer,,Gilbert Master Control Service: Sling 38,Gilbert Service,YES,ok,ok
STOHD,STO,STOHD,232.23.38.98,3101,172.31.1.23,172.31.2.23,BUNDLE,DBS,Yes,Sentry 4,,,Port 151,Port 1151,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
STZC,NA,STZC,232.168.50.138,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 152,Port 1152,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,STARZ COMEDY,GIL IRD -  576,Gilbert IRD,YES,ok,ok
STZE,NA,STZE,232.168.50.137,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 153,Port 1153,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,STARZ EDGE,GIL IRD -  576,Gilbert IRD,YES,ok,ok
STZK,NA,STZK,232.168.50.136,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 154,Port 1154,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,STARZ KIDS & FAMILY,GIL IRD -  576,Gilbert IRD,YES,ok,ok
OLD_SUDDI,NA,OLD_SUDDI,232.70.5.75,1234,172.31.27.23,172.31.28.23,SKIP,NOBUNDLE,No,Sentry 4,,,Port 155,Port 1155,Outside,,,,,,Customer,,,Building 2,SKIP,ok,ok
SUN39,SUN39,SUN39,232.23.34.39,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 4,,,Port 156,Port 1156,Encoder,DMG1,DMG2,ENCODER,,,Customer,,Gilbert Master Control Service: Sling 39,Gilbert Service,YES,ok,ok
SUN40,SUN40,SUN40,232.23.34.40,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 4,,,Port 157,Port 1157,Encoder,DMG1,DMG2,ENCODER,,,Customer,,Gilbert Master Control Service: Sling 40,Gilbert Service,YES,ok,ok
SUNHD,SUN,SUNHD,232.23.39.186,3101,172.31.1.23,172.31.2.23,BUNDLE,DBS,Yes,Sentry 4,,,Port 158,Port 1158,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
SUNMTV,SUNM,SUNMTV,232.20.95.77,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 159,Port 1159,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SUNSTR,SUND,SUNSTR,232.70.2.74,1234,172.31.27.23,172.31.28.23,BUNDLE,AMC_,Yes,Sentry 4,,,Port 160,Port 1160,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SUNTV,SUNTV,SUNTV,232.20.97.118,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 161,Port 1161,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SUPCA,SUPCA,SUPCA,232.168.50.119,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 162,Port 1162,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  590,Gilbert IRD,YES,ok,ok
SUPERNE,SUPERNE,SUPERNE,232.70.5.2,1234,172.31.27.23,172.31.28.23,BUNDLE,CONDISTA,Yes,Sentry 4,,,Port 163,Port 1163,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SUR,NA,SUR,232.168.50.94,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 164,Port 1164,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  583,Gilbert IRD,YES,ok,ok
SURYA,SURYA,SURYA,232.20.96.53,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 165,Port 1165,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SVBC,SVBC,SVBC,232.23.13.18,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 166,Port 1166,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
LUBEL,LUBEL,LUBEL,232.23.13.138,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 167,Port 1167,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Lubelska TV,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SPORTO,SPORTO,SPORTO,232.23.13.143,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 168,Port 1168,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TOTV,TOTV,TOTV,232.23.13.145,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 169,Port 1169,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
STARST,STARST,STARST,232.23.13.144,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 170,Port 1170,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
REDCH,REDCH,REDCH,232.23.13.142,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 171,Port 1171,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Red Carpet HD,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TWOJA,TWOJA,TWOJA,232.23.13.146,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 172,Port 1172,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Twoja TV,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ITVS,ITVS,ITVS,232.23.13.136,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 173,Port 1173,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
CH13,CH13,CH13,232.23.13.132,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 174,Port 1174,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Channel 13,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
HOPEC,HOPEC,HOPEC,232.23.13.135,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 175,Port 1175,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
LOVETV,LOVETV,LOVETV,232.23.13.137,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 176,Port 1176,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Love TV,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TOPKID,TOPKID,TOPKID,232.23.13.147,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 177,Port 1177,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Top Kids,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
NUTATV,NUTATV,NUTATV,232.23.13.140,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 178,Port 1178,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Nuta TV,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
POWER,POWER,POWER,232.23.13.141,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 179,Port 1179,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ALARAB,ALARAB,ALARAB,232.23.13.133,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 180,Port 1180,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
DESICH,DESICH,DESICH,232.23.13.148,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 181,Port 1181,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Desi Channel,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SANJH,SANJH,SANJH,232.23.13.151,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 182,Port 1182,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ONLYM,ONLYM,ONLYM,232.23.13.150,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 183,Port 1183,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Only Music,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
NEWSO,NEWSO,NEWSO,232.23.13.139,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 184,Port 1184,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,News Only,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
FATEH,FATEH,FATEH,232.23.13.149,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 185,Port 1185,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,Fateh TV,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
IPTTV,IPTTV,IPTTV,232.23.131.16,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 4,,,Port 186,Port 1186,Encoder,DMG1,DMG2,ENCODER,,,Beta,,,Cheyenne Service,YES,ok,ok
OLD_SVJAY,OLD_VIJAY,OLD_SVJAY,232.20.94.130,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,No,Sentry 5,,,Port 0,Port 1000,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
SYFYHD,SYFY,SYFYHD,232.70.2.104,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 1,Port 1001,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SZTV,SZTV,SZTV,232.20.96.41,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 2,Port 1002,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TARAB,TARAB,TARAB,232.20.97.130,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 3,Port 1003,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TARANG,NA,TARANG,232.70.5.53,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 4,Port 1004,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TARANGM,NA,TARANGM,232.70.5.55,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 5,Port 1005,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TBSHD,TBS,TBSHD,232.168.50.40,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 6,Port 1006,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  554,Gilbert IRD,YES,ok,ok
TCMHD,TCM,TCMHD,232.168.50.41,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 7,Port 1007,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  554,Gilbert IRD,YES,ok,ok
TELEFEHD,NA,TELEFEHD,232.168.50.77,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 8,Port 1008,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  574,Gilbert IRD,YES,ok,ok
TELEROM,TELEROM,TELEROM,232.70.4.2,1234,172.31.27.23,172.31.28.23,BUNDLE,LTN,Yes,Sentry 5,,,Port 9,Port 1009,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TELEUNI,NA,TELEUNI,232.168.50.71,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 10,Port 1010,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  570,Gilbert IRD,YES,ok,ok
TELIB,TELIB,TELIB,232.70.1.28,3101,172.31.27.71,172.31.28.71,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 11,Port 1011,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TELUG,ETVTE,TELUG,232.20.94.142,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 12,Port 1012,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TENEGYP,10EGY,TENEGYP,232.23.13.57,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 5,,,Port 13,Port 1013,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TFLMA,TFLMA,TFLMA,232.23.36.84,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 5,,,Port 14,Port 1014,Encoder,DMG1,DMG2,ENCODER,,,Customer,TFLMA,,Gilbert Service,YES,ok,ok
THITUS,TLHIT,THITUS,232.23.37.207,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 5,,,Port 15,Port 1015,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
TIMES,TIMES,TIMES,232.20.214.15,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 5,,,Port 16,Port 1016,Encoder,DMG1,DMG2,ENCODER,,,Customer,Times Now,,Cheyenne Service,YES,ok,ok
TIVI5,TIVI5,TIVI5,232.70.5.63,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 17,Port 1017,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TMICRO,TMICRO,TMICRO,232.168.50.17,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 18,Port 1018,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  568,Gilbert IRD,YES,ok,ok
TNCKHD,TNCK,TNCKHD,232.168.50.50,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 19,Port 1019,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,TEEN NICK HD,GIL IRD -  548,Gilbert IRD,YES,ok,ok
TNTHD,TNT,TNTHD,232.168.50.37,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 20,Port 1020,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  554,Gilbert IRD,YES,ok,ok
TODO,NA,TODO,232.168.50.142,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 21,Port 1021,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,Todo Noticias,GIL IRD - 575,Gilbert IRD,YES,ok,ok
TOONHD,TOON,TOONHD,232.168.50.38,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 22,Port 1022,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  554,Gilbert IRD,YES,ok,ok
TOTALTV,NA,TOTALTV,232.70.5.40,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 23,Port 1023,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TOYBB,NA,TOYBB,239.23.13.57,3100,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 5,,,Port 24,Port 1024,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,TOYOR BABY,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TRACEE,TRACE,TRACEE,232.20.98.138,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 25,Port 1025,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TRAVHD,TRV,TRAVHD,232.168.50.3,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 26,Port 1026,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  541,Gilbert IRD,YES,ok,ok
TRCSPSI,TRSPO,TRCSPSI,232.20.97.179,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 27,Port 1027,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TRECE,NA,TRECE,232.168.50.141,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 28,Port 1028,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,El Trece Internacional,GIL IRD - 575,Gilbert IRD,YES,ok,ok
TRIT,NA,TRIT,232.168.50.74,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 29,Port 1029,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  572,Gilbert IRD,YES,ok,ok
TRUTVHD,TRU,TRUTVHD,232.168.50.42,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 30,Port 1030,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  554,Gilbert IRD,YES,ok,ok
TTV,TTV,TTV,232.20.97.197,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 31,Port 1031,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TUNES6S,NA,TUNES6S,232.70.5.58,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 32,Port 1032,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TUNIS1,NA,TUNIS1,232.23.13.6,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 5,,,Port 33,Port 1033,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TUNIS2,TUNIS2,TUNIS2,232.70.1.65,3101,172.31.27.71,172.31.28.71,BUNDLE,MX1,Yes,Sentry 5,,,Port 34,Port 1034,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TV2000,TV2KI,TV2000,232.20.97.80,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 35,Port 1035,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TV5MINF,NA,TV5MINF,232.70.5.62,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 36,Port 1036,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
